digit,fill_rate,inv_clusters,enclosed_ratio,p0x,p0y,a0,d0,p1x,p1y,a1,d1,p2x,p2y,a2,d2
8,0.4331983805668016,2,2.7408906882591095,12,11,-1.4288992721907325,17.636188824403078,16,20,-1.6183794300718799,7.378647873726218,13,11,-1.5444866095419743,-3.9583333333333344
5,0.43034055727554177,1,1.9969040247678018,12,23,-2.5360479899848229,6.829414496636139,18,6,2.677945044588987,-10.029542161850223,11,9,1.3146449442292931,-14.430869689661812
2,0.47987616099071206,2,1.9473684210526316,14,20,-1.6183794300718799,4.242640687119285,15,3,-1.8370483759458218,-5.923681287847952,22,19,-1.4711276743037345,6.802777210652852
9,0.3724696356275304,2,2.8016194331983804,14,15,-1.4288992721907325,7.476003277152841,16,21,2.4805494847391065,7.043077329662435,18,6,1.4056476493802696,-5.625
7,0.39649122807017545,1,2.354385964912281,15,7,-1.5707963267948966,-5.700877125495692,14,22,-2.4980915447965089,3.1320919526731648,10,12,-1.9237867146218071,2.735408878887008
9,0.45964912280701753,2,2.2912280701754386,14,14,-2.2612427838495885,-7.840711534651341,10,22,-2.8785979219088738,-0.8007712331878757,14,13,-1.4685896086876431,4.792724077352319
2,0.37950138504155123,1,1.7922437673130194,9,9,1.3045442776439713,14.085415143086356,10,15,-2.2455372690184494,-3.844605537052818,22,23,1.8692952583810758,2.7083333333333344
9,0.43609022556390975,2,5.458646616541353,13,7,-1.6475682180646747,-4.714526208391942,16,21,-2.8966139904629289,-2.5153847605937267,17,16,-1.4288992721907325,5.1613951602255765
7,0.2834008097165992,1,2.8906882591093117,16,8,-1.7161063374305987,-7.082907943797671,10,9,-2.3086113869153615,-2.291666666666667,15,22,-2.7430702079233731,1.118033988749895
4,0.4939271255060729,1,2.6801619433198383,8,16,1.6814535479687922,4.886466107567734,17,19,-2.1910458127777184,-5.378067600087518,20,15,-1.3521273809209546,7.905694150420948
9,0.5311004784688995,2,3.2200956937799043,16,5,1.6078164426688266,-5.408326913195984,15,23,-2.0344439357957027,3.125,11,16,1.8513331185332185,5.600514250623928
3,0.43962848297213625,1,1.9876160990712075,21,17,-1.3439974787410107,10.738365797457263,13,4,2.5641530374452794,-21.537165109848097,15,23,-2.3471857249019283,7.215434844830906
2,0.3931888544891641,1,2.0340557275541795,13,3,-1.8513331185332185,-5.600514250623926,5,20,1.6295521495106193,17.10461637203734,20,22,-1.5051971549638579,8.732589186958188
7,0.3319838056680162,1,2.8421052631578947,13,15,-2.6011731533192091,-1.4150971698084929,18,11,-1.7063240407803972,11.21784292990413,8,22,-2.0344439357957027,-3.1622776601683795
3,0.3765182186234818,1,2.7975708502024292,15,23,-2.0344439357957027,5.283809142394758,17,9,-1.5707963267948966,4.743416490252571,15,9,-1.3258176636680323,-14.277254638059802
6,0.5406698564593302,3,3.210526315789474,9,20,1.5495229407708353,8.1782400986466,14,15,-1.5707963267948966,-4.546943355436819,13,5,-2.5213431676069722,-2.0518453753741888
3,0.47987616099071206,1,1.9473684210526316,10,23,2.3249546567620767,5.669270235224284,17,10,1.67300304490215,-6.0279244300077535,16,4,1.9513027039072615,-20.082474576704108
6,0.43157894736842106,2,2.319298245614035,16,6,-2.7367008673047097,-1.2018504251546638,15,21,-1.3734007669450157,8.077747210701755,16,20,1.4464413322481351,5.802493794943929
8,0.45723684210526316,2,2.1217105263157894,11,12,-1.7506498265873749,4.2760313895532205,11,16,-1.695151321341658,-8.432740427115679,21,17,-1.695151321341658,8.432740427115677
8,0.44598337950138506,4,1.7257617728531855,15,13,-2.5334198751420645,-3.7991036122907222,11,7,-2.2794225989225669,-3.245805462311869,14,23,-1.5707963267948966,6.020797289396148
3,0.5473684210526316,1,2.2035087719298247,15,24,-1.6046816566990141,10.192477284977144,14,5,1.9100889412489412,-5.916173688382646,16,10,1.800028260071892,-10.307764064044152
7,0.31983805668016196,1,2.854251012145749,11,7,2.9229237077158516,-0.7120003121097938,13,21,-2.6011731533192091,1.4150971698084929,19,13,-2.1587989303424644,4.2163702135578385
0,0.4117647058823529,2,2.015479876160991,9,6,-1.9295669970654687,-5.408326913195984,9,22,2.0863453342538758,4.5069390943299865,23,16,2.1193457292454245,-13.637059351454845
9,0.5263157894736842,2,2.6477732793522266,14,22,-2.4329663814621227,2.171762714474551,14,14,-1.4685896086876431,4.792724077352322,12,8,-1.2904966704564453,-16.82676439485619
2,0.4407894736842105,1,2.138157894736842,11,15,-2.7744188197715745,-1.8027756377319932,15,20,-2.7610862764774287,-3.0491836056815353,19,4,1.9513027039072615,-4.943064261925052
7,0.25761772853185594,1,1.9141274238227146,16,21,-2.4980915447965089,-3.1320919526731656,6,9,-2.6011731533192091,-3.1095693411794687,20,9,1.4288992721907325,-5.378067600087516
9,0.5023923444976076,1,3.248803827751196,13,7,-2.300695984946628,-3.217268719450658,14,22,-2.1112158270654806,3.9000588692574207,16,18,-1.6850506547563362,8.113485165385194
0,0.5847953216374269,2,1.7076023391812865,16,11,-1.7539071440573806,-9.276987657639737,8,21,1.9756881130799799,5.2096664960436785,9,4,-1.7126933813990606,-8.99988165602666
5,0.3026315789473684,1,2.276315789473684,17,14,1.9756881130799799,-5.586334048298003,17,6,-2.5959375990628017,-8.53505169509924,11,23,-2.677945044588987,1.0975648163443912
4,0.5020242914979757,1,2.672064777327935,20,15,-1.7359450042095235,5.695438220973488,13,16,-1.5707963267948966,6.264982043070834,17,23,-1.8157749899217608,3.455253320699378
5,0.3591331269349845,1,2.068111455108359,12,14,2.4149503129080676,2.391755386146438,11,22,2.2218730482393765,10.623533661434005,15,3,-2.2318394956455836,-6.18465843842649
8,0.6437246963562753,5,2.5303643724696356,10,16,-1.5707963267948966,-6.062982194136787,20,4,1.6738779353175968,-5.162002262796009,9,12,1.6657480331376529,6.920289966695074
4,0.3805668016194332,1,2.7935222672064777,6,16,1.4909663410826592,6.839484584580628,13,15,-1.5232132235179132,-7.378647873726218,19,10,-2.3561944901923448,3.1622776601683795
3,0.4456140350877193,1,2.305263157894737,16,4,1.9100889412489412,-5.916173688382643,15,10,1.9614033704925835,-3.941335204235839,13,23,-2.459276098715045,6.589659407823068
3,0.3684210526315789,1,1.9239766081871346,10,12,1.3771743339389513,9.503288904374106,7,5,-2.4980915447965089,-3.627830898042714,17,24,-1.8925468811915387,13.257450735341246
1,0.9210526315789473,1,9.394736842105264,12,10,1.4056476493802696,4.743416490252569,15,11,1.4056476493802696,-4.743416490252569,13,19,-2.1112158270654806,-5.068968775248517
7,0.36140350877192984,1,2.389473684210526,15,23,-2.3561944901923448,3.1622776601683795,15,8,-1.7051177687478651,-6.438189013828177,10,9,-2.7610862764774282,2.5495097567963922
8,0.47368421052631576,3,2.2771929824561403,14,23,-1.823350602572956,4.962421284010458,8,10,-1.7094360639290547,-4.919023289582678,16,6,-1.5707963267948966,-5.147815070493499
9,0.4979757085020243,2,2.6761133603238867,20,8,1.4677147182721964,-6.634961646413845,7,14,1.5232132235179132,21.129231988987307,13,22,-2.4668517113662407,-2.188635067065801
7,0.3684210526315789,1,3.0701754385964914,11,8,-2.459276098715045,-1.5975746924507743,16,7,-1.7506498265873749,-4.176654695380554,13,24,-2.1587989303424644,3.204001404494074
6,0.4342105263157895,2,4.723684210526316,18,17,1.7506498265873749,-5.669270235224284,11,14,-2.4393357220807861,-5.5428022019552525,15,5,-2.3561944901923448,1.6770509831248424
2,0.4487534626038781,1,1.7229916897506925,22,21,-1.3692685590595632,7.187140666547705,13,20,-1.7894652726688385,4.072055089639779,17,4,-1.8018869939907936,-8.81044646667516
1,0.20614035087719298,1,3.232456140350877,14,13,-2.7367008673047102,-1.0613228773563677,11,21,-2.3561944901923448,1.6770509831248424,18,8,-2.5535900500422257,-1.0770329614269003
7,0.3059210526315789,1,2.273026315789474,9,10,2.677945044588987,2.5609845714702466,12,22,-2.6642472712161216,-1.6770509831248424,15,9,-1.4909663410826592,-6.839484584580628
0,0.4404432132963989,2,1.7313019390581716,10,8,-2.609088555287943,-2.1213203435596424,9,23,1.8925468811915387,30.088626485550684,23,11,-1.9513027039072615,10.262818510866397
5,0.4,1,2.3508771929824563,8,23,1.7894652726688385,9.178235124467012,18,12,1.8513331185332185,-5.600514250623928,17,4,-2.3561944901923448,-2.23606797749979
6,0.4444444444444444,3,4.140350877192983,11,12,-2.6954871046463893,-1.5046866086077382,18,6,-2.1375255443184029,1.7608591652940322,10,18,-1.7307094499531157,-3.4024509306676154
5,0.3126934984520124,1,2.1145510835913313,20,20,-1.7161063374305987,6.78083575675526,14,5,-2.0344439357957027,-4.807401700618652,7,16,1.5152978215491797,-6.408002808988148
2,0.3368421052631579,1,2.414035087719298,17,13,-2.2142974355881808,5.528123273207944,12,18,-1.8925468811915387,-4.66476151587624,9,5,-2.4980915447965089,-3.132091952673165
9,0.4979757085020243,2,2.6761133603238867,15,6,-1.6220334941983154,-6.851601597031489,13,17,-1.4840579881189115,11.780529028763134,13,15,2.0344439357957027,12.626906806902635
5,0.47678018575851394,1,1.9504643962848298,21,19,-1.7681918866447774,9.808752770722682,16,11,-2.3086113869153615,3.716351951052582,7,22,2.0576955586061656,3.2270085502944474
4,0.26720647773279355,1,2.9068825910931175,9,11,-2.4329663814621232,-6.046693311223912,18,10,-2.9996955989856287,-0.37964806474052243,11,16,-1.9264322110956564,-3.913118960624632
6,0.48872180451127817,2,2.4586466165413534,10,22,1.7384387646261124,6.170058072721274,9,7,-2.3874343236226134,-2.9426430808362993,16,13,-2.0344439357957027,-3.124999999999998
2,0.3993808049535604,3,2.027863777089783,12,6,1.5707963267948966,4.743416490252569,14,15,1.5707963267948966,-5.408326913195985,15,15,-2.0931997585114255,-11.217842929904126
2,0.543859649122807,2,2.2070175438596493,11,6,-2.2355708216122423,-3.5121869029336494,20,14,-2.7389380000379204,11.52552722341923,7,16,-1.8094056493030974,-5.0612185925896656
2,0.3498452012383901,1,2.0773993808049536,21,9,-2.0524600043497583,5.7975090436420285,13,5,-2.7430702079233731,-1.118033988749895,14,16,1.6506263125071339,-50.110987927909704
9,0.3649122807017544,1,2.3859649122807016,15,17,1.7359450042095235,24.098969492044926,17,6,-2.0899424410414196,-21.07279051288651,13,22,-2.7547169358587653,1.0440321780364394
0,0.48753462603878117,2,1.6842105263157894,5,11,-2.0050406475916978,-5.597652698659914,16,23,-2.3026742217330303,10.004691824686276,22,7,2.029235649556631,-5.202892731473618
7,0.47039473684210525,1,2.1085526315789473,6,7,-1.7359450042095235,-4.375,15,18,-1.6914199953749993,-5.7975090436420285,19,8,1.695151321341658,-4.555776776886279
7,0.4574898785425101,1,2.716599190283401,19,11,-2.1408367904946068,6.700046641628698,11,9,2.117585167684144,11.57076989873114,10,20,-2.1486982637571423,-2.5243990775921006
2,0.43157894736842106,1,3.694736842105263,16,21,-2.1587989303424644,3.4985711369071804,12,7,1.5707963267948966,5.270462766947299,15,14,-2.6011731533192091,1.41509716980849
2,0.47368421052631576,1,2.1052631578947367,17,5,2.0724003809840172,-5.394158362937118,13,16,1.8157749899217608,-4.377270134131602,19,11,1.4056476493802696,-15.29705854077835
6,0.41626794258373206,3,3.334928229665072,10,15,1.5232132235179132,4.206476488041321,11,22,1.4442041995149244,7.5234330430386915,14,6,-2.819842099193151,-0.7373421657465111
3,0.48771929824561405,1,2.263157894736842,17,10,2.0344439357957027,20.06932429798716,13,24,-2.6011731533192091,3.607717422415453,10,14,1.3357841110742394,9.443564700694242
4,0.3622291021671827,1,2.065015479876161,21,14,1.4464413322481351,-6.363961030678928,21,9,-2.677945044588987,2.5609845714702466,12,16,-1.4288992721907325,9.85833333333333
2,0.45263157894736844,1,2.2982456140350878,13,5,2.7610862764774282,-2.549509756796394,21,12,-1.9841267313342246,3.9583333333333344,10,19,-2.0344439357957027,-12.62690680690263
0,0.49473684210526314,2,2.256140350877193,19,21,-2.1943570589539219,3.9583333333333313,6,15,2.2430435086018607,8.352062286911204,16,5,2.1587989303424644,-3.9868067546814396
5,0.25077399380804954,1,2.176470588235294,16,5,1.8925468811915387,-18.0742271190337,10,24,-2.1763409903998667,3.3800510200230978,12,14,2.677945044588987,2.5913077843162227
9,0.44129554655870445,2,2.7327935222672064,8,12,-1.5707963267948966,-3.7431910974243268,14,21,-2.5535900500422257,1.9436506316151012,21,9,1.3734007669450157,-12.804922857351233
6,0.35294117647058826,3,2.0743034055727554,8,17,-1.4940244355251184,-8.894442709417557,13,13,-1.8197590325876136,14.923535381538239,21,9,1.5707963267948966,-6.6084121474913395
2,0.3192982456140351,1,2.431578947368421,12,21,-1.6745886672519394,3.8418745424597094,14,2,1.7894652726688385,-6.32455532033676,18,21,-2.7610862764774282,2.5495097567963856
1,0.631578947368421,1,13.12280701754386,12,8,2.3561944901923448,1.6155494421403511,14,21,2.819842099193151,1.5206906325745548,13,14,2.819842099193151,1.5206906325745548
9,0.47368421052631576,2,4.111111111111111,13,15,-1.4288992721907325,5.460082416960389,18,9,1.67300304490215,-6.851601597031489,14,21,-2.677945044588987,-2.5609845714702466
0,0.5087719298245614,2,2.2421052631578946,12,23,-1.4056476493802696,12.165525060596439,21,10,-1.6704649792860586,4.859126579037748,19,19,-2.4037775934693286,3.0046260628866586
6,0.40601503759398494,2,2.5413533834586466,7,18,1.7126933813990606,10.823152267246359,20,18,-1.8925468811915387,5.031152949374527,13,5,-2.677945044588987,-1.0975648163443925
0,0.47987616099071206,3,1.9473684210526316,12,22,-1.4444882097316563,10.883492694128135,20,16,-2.129395642138459,3.709491956927846,15,7,-2.6642472712161211,-3.1622776601683795
4,0.3508771929824561,1,4.233918128654971,19,14,-1.9513027039072615,4.47213595499958,13,21,-2.677945044588987,-2.0615528128088303,10,14,1.3521273809209546,-9.631040672972182
8,0.45933014354066987,2,3.291866028708134,11,22,1.4743225516123097,15.754115296021245,19,8,1.6814535479687922,-5.656854249492381,15,4,-2.459276098715045,-1.5975746924507714
4,0.39473684210526316,1,1.8976608187134503,11,17,-1.585501149172748,5.442655601817922,12,15,-1.4164775508687775,-7.0710678118654755,18,8,-2.8785979219088738,-0.8007712331878788
3,0.543859649122807,1,2.2070175438596493,14,10,1.6718996985311951,-11.853928673650774,16,11,1.9591150449673624,4.766666666666666,15,23,-2.3561944901923448,5.270462766947296
1,0.37320574162679426,1,3.3779904306220097,14,12,-2.2318394956455836,-2.2120264972395365,10,19,-2.060753653048625,-2.1213203435596424,17,6,-2.1587989303424644,-1.7492855684535882
5,0.28771929824561404,1,2.463157894736842,21,8,-2.5535900500422257,-2.080031396937291,11,11,-1.7263911547719264,-25.605155085297742,10,22,1.8650308919060843,5.797509043642028
4,0.33458646616541354,1,2.612781954887218,7,13,2.0344439357957027,15.152288168283162,19,14,-2.4370985893475758,2.6275568028238934,17,21,2.3561944901923448,2.10818510677892
2,0.40977443609022557,3,2.537593984962406,11,14,-1.7251151027210156,-7.830229881682916,16,16,1.7126933813990606,5.442221768522279,11,6,-2.399645385583876,-16.54874456705288
9,0.5344129554655871,2,2.639676113360324,22,8,1.2904966704564453,-16.82676439485619,15,15,-1.5707963267948966,5.0,14,21,-2.6260436461308143,1.5383319227528072
5,0.3545706371191136,1,1.817174515235457,16,6,-2.9229237077158507,-0.8787669798977876,10,23,2.4584012082995983,17.544586059522764,18,10,1.626917109496073,-15.170072317042802
7,0.3188854489164087,1,2.108359133126935,15,21,-2.7367008673047097,1.307845244542898,8,9,-2.5360479899848229,-1.8027756377319932,22,8,1.2490457723982544,-10.540925533894598
3,0.4179566563467492,1,2.0092879256965945,14,6,-2.3561944901923448,-4.2163702135578385,10,23,-2.5360479899848229,6.829414496636144,17,20,-1.3734007669450157,8.38525491562421
1,1.0175438596491229,1,12.736842105263158,15,10,-1.4056476493802696,6.082762530298219,16,23,-1.3734007669450157,5.0990195135927845,15,14,2.3086113869153615,-5.555838995037159
5,0.32706766917293234,1,2.6203007518796992,10,13,1.7126933813990606,5.745167051047728,13,7,1.4601391056210009,6.914658342969669,15,22,-2.0344439357957027,4.0816663263917095
4,0.2727272727272727,1,3.478468899521531,18,14,1.4288992721907325,-6.334307917217433,15,10,2.3561944901923448,2.6700011704117284,7,15,1.5707963267948966,4.272001872658765
5,0.27017543859649124,1,2.480701754385965,10,16,1.6295521495106193,6.052002652933255,20,7,2.5636907166275478,-7.5374067158406675,12,22,-2.4980915447965089,3.132091952673161
3,0.5473684210526316,1,2.2035087719298247,11,14,1.3734007669450159,9.975596514817862,13,5,2.5360479899848229,-6.829414496636142,13,24,-2.5360479899848229,6.829414496636143
7,0.4105263157894737,1,3.7157894736842105,18,14,-2.5213431676069717,2.23606797749979,13,22,-2.4980915447965089,2.1360009363293826,14,7,-2.2455372690184494,-2.358495283014151
3,0.34385964912280703,1,2.407017543859649,20,15,-1.823350602572956,15.595385515681107,11,23,-2.1763409903998667,13.064838307457151,10,6,-1.727398203776912,-4.481141037726887
8,0.43508771929824563,3,2.3157894736842106,15,22,-1.6914199953749993,5.754519075988746,21,11,-1.8370483759458218,5.923681287847955,11,6,-1.643836892098016,-5.6083773593561155
6,0.5017543859649123,2,2.2491228070175437,12,15,-1.4486011561035415,-5.708789519484649,14,5,-2.6260436461308143,-1.538331922752806,7,19,1.5707963267948966,6.608412147491339
2,0.41754385964912283,3,2.3333333333333335,10,19,1.4677147182721964,5.504896938737586,17,7,-1.489892227639666,-6.586002887015588,6,14,-2.2142974355881808,-2.8284271247461903
4,0.32507739938080493,1,2.1021671826625385,12,15,-1.2860658882721845,5.038504799267823,24,15,-1.3734007669450157,7.847071467257379,12,20,-2.6260436461308143,1.538331922752806
6,0.519298245614035,1,2.231578947368421,7,18,1.6162196062164735,16.727596958320103,13,15,-1.4056476493802696,-5.625,16,7,-2.4429328288683303,2.103238244020661
1,0.6631578947368421,1,7.589473684210526,13,21,1.7126933813990606,2.7211108842611402,12,10,-1.5707963267948966,-4.272001872658765,14,9,-1.5707963267948966,2.692582403567252
1,0.39097744360902253,1,5.503759398496241,17,7,-2.3561944901923448,1.6155494421403518,13,21,-1.9138202672155999,3.689323936863109,13,13,-2.3561944901923448,-2.1759351731039738
4,0.38866396761133604,1,2.785425101214575,7,13,1.4288992721907325,7.47600327715284,19,12,-2.6011731533192091,3.109569341179468,14,21,-2.6011731533192091,1.415097169808492
0,0.5555555555555556,4,1.736842105263158,11,17,-1.5297235482044425,5.641519017827769,8,22,1.7321714372155881,7.893157765652349,24,12,-2.0021970533604487,31.58025490714095
0,0.3931888544891641,2,2.0340557275541795,12,22,-1.4444882097316563,10.883492694128135,17,4,-1.8823431536975845,-7.716218846301838,19,18,-2.3344587833505521,3.175932868745316
5,0.4824561403508772,1,1.8099415204678362,8,17,1.6517004259501271,-9.401649450851394,17,13,2.3932146060662749,-3.2064343598378207,14,4,-2.2565258377011825,-7.115246735785845
8,0.5303643724696356,3,2.6437246963562755,16,5,-1.5707963267948966,-4.924428900898052,8,8,-1.7894652726688385,-6.324555320336759,16,22,-1.6914199953749993,5.754519075988746
6,0.3765182186234818,2,2.7975708502024292,14,13,2.0756576984540231,-3.6929362000686914,13,5,-2.7547169358587653,-1.044032178036438,22,15,1.5120405040791738,-6.976274276272241
7,0.2755417956656347,1,2.151702786377709,15,20,-2.819842099193151,-1.1592162365399525,20,9,1.8925468811915387,-3.2926944490331738,8,7,-2.3561944901923448,-2.7357938338322527
4,0.31024930747922436,1,1.8614958448753463,11,16,-1.4343937223939491,6.014162971686087,12,15,-2.0131705497716417,-3.438624297918037,23,13,-1.4601391056210009,6.309714732061981
2,0.48606811145510836,2,1.9411764705882353,21,21,-1.9138202672155999,3.913118960624632,16,5,1.5330783743280323,-26.60927881413294,15,19,-1.8925468811915387,5.5901699437494745
8,0.5141700404858299,3,2.659919028340081,8,18,-1.4601391056210009,-6.155536126122567,12,8,-1.4698745421276027,-8.677823926490646,20,4,1.5232132235179132,-7.378647873726218
0,0.5235457063711911,2,1.6481994459833795,5,17,-1.9576720445259246,-5.849999999999999,18,20,-2.3805798993650633,2.8284271247461903,20,12,-1.8449637779145553,6.9333333333333345
2,0.47017543859649125,2,2.280701754385965,14,18,1.5707963267948966,7.80848897034503,11,8,1.4352686128093959,4.829285191915322,14,20,-1.4940244355251184,5.416666666666666
5,0.3628808864265928,1,1.8088642659279779,20,21,-1.6475682180646747,6.678147666082267,20,7,-2.4980915447965089,3.132091952673165,10,6,1.6814535479687922,-9.416402659893768
4,0.39097744360902253,1,2.556390977443609,18,11,-2.8473580884786056,-0.9718253158075522,11,9,-2.3561944901923448,-2.5086655372483944,12,22,-2.6191892218732642,1.6566039764209997
8,0.5403508771929825,2,2.210526315789474,10,12,-1.8190862360979647,-5.759903501519624,11,5,-1.8712734951674777,-7.6070428283082485,11,24,1.4767350921669102,13.4672275917601
3,0.35294117647058826,1,2.0743034055727554,8,22,1.9138202672155999,7.378647873726221,19,11,-1.7782925532300993,5.198008284281277,18,11,1.5232132235179132,-7.378647873726221
0,0.6437246963562753,2,2.5303643724696356,7,22,1.5707963267948966,8.98320031896291,20,10,-1.3397056595989996,6.153327691011221,20,17,-2.2794225989225669,3.473110997362451
6,0.3333333333333333,2,4.251461988304094,12,18,-1.9138202672155999,-3.3018933962198087,10,14,2.3086113869153615,5.555838995037159,12,5,-2.2794225989225669,-1.822391591044886
4,0.35789473684210527,1,2.3929824561403508,20,15,-1.8157749899217608,4.6828423361970035,6,13,2.3086113869153615,11.111677990074318,19,20,2.6516353273360647,-6.046693311223912
8,0.507177033492823,2,3.2440191387559807,18,5,1.6704649792860586,-4.47213595499958,16,23,-1.9480453864372556,5.030970428526581,14,13,-2.1112158270654806,8.552348759055338
6,0.3684210526315789,3,2.382456140350877,14,11,-2.6260436461308143,1.5383319227528045,14,22,-1.7126933813990606,5.7451670510477255,20,6,-2.3561944901923448,1.6770509831248424
4,0.49707602339181284,1,4.087719298245614,17,12,-2.3794461130028082,2.4023136995636305,9,13,2.3561944901923448,3.1622776601683795,14,21,2.677945044588987,2.5609845714702466
1,2.0526315789473686,1,39.21052631578947,14,13,2.819842099193151,1.5206906325745548,14,7,2.677945044588987,1.5297058540778357,14,20,2.819842099193151,1.5206906325745548
8,0.6889952153110048,3,3.062200956937799,17,12,1.5889761418678749,-6.149186938124422,15,23,-1.8650308919060843,5.797509043642031,12,8,1.4677147182721964,7.54011381389768
1,0.631578947368421,1,7.621052631578947,13,13,-2.1587989303424644,-2.23606797749979,17,9,-1.8925468811915387,2.7950849718747373,12,23,1.5707963267948966,2.692582403567252
5,0.3065015479876161,1,2.1207430340557276,14,8,1.3734007669450157,-7.826237921249264,18,22,-1.2765617616837088,16.667516985111476,20,7,-2.7610862764774287,-3.0491836056815314
4,0.47368421052631576,1,2.700404858299595,18,16,1.6814535479687922,-5.268197628221629,16,15,1.4940244355251184,19.597257461185738,13,9,2.5959375990628017,-8.535051695099247
9,0.3157894736842105,1,4.269005847953216,14,20,-2.819842099193151,-1.118033988749895,18,14,-1.2924966677897851,6.363961030678928,10,18,1.3045442776439713,5.669270235224284
4,0.3518005540166205,2,1.81994459833795,17,21,-1.8370483759458218,3.8915172169733494,13,15,-1.8356136567006853,4.995233011778653,19,10,-2.819842099193151,-1.1592162365399514
3,0.5964912280701754,1,2.1543859649122807,19,11,1.3734007669450157,-7.774602526460401,8,24,1.7429871413178355,11.802241287496372,18,5,1.9513027039072615,-4.47213595499958
2,0.3219814241486068,1,2.1052631578947367,16,22,2.7213959399805181,10.526751635713643,11,3,2.3805798993650638,-12.562344526401116,16,14,-2.3698922635652107,3.3541019662496847
0,0.4117647058823529,2,2.015479876160991,5,15,-2.2794225989225669,-3.4731109973624505,21,5,1.32268287769822,-7.511565157216645,17,20,-2.3774678762164063,3.3757669520855393
5,0.46963562753036436,1,2.7044534412955468,10,22,1.7063240407803972,7.656224773201072,16,4,-2.4429328288683303,-2.103238244020661,17,13,2.3561944901923448,-2.5086655372483944
0,0.4982456140350877,2,2.2526315789473683,22,17,-1.9974238199217726,13.911770270925476,13,5,-1.9480453864372556,-5.030970428526576,7,20,1.7681918866447774,5.796081182699764
7,0.4089068825910931,1,2.7651821862348176,19,10,1.9576720445259246,-4.242640687119285,16,21,-2.3561944901923448,-2.670001170411727,7,11,-2.1112158270654806,-10.137937550497032
9,0.4089068825910931,1,2.7651821862348176,22,14,-1.8370483759458218,5.656854249492381,11,8,-2.1375255443184029,-3.521718330588066,15,23,-2.1587989303424644,2.719918966379968
2,0.6228070175438597,3,2.8157894736842106,16,4,1.6539375586833378,-5.4910027418597345,8,15,-1.4288992721907325,-5.1613951602255765,15,18,2.3249546567620767,5.669270235224284
9,0.4444444444444444,2,4.140350877192983,9,13,1.5120405040791738,4.17827227256356,15,21,-2.9584818363273095,-0.8700255424092148,17,7,1.3734007669450157,-4.001952648395529
8,0.4008097165991903,3,2.7732793522267207,19,20,-2.1451011569695986,4.2173490682258326,14,16,-2.1164513813218884,14.142135623730951,15,4,1.8033532685998055,-9.68813707582629
9,0.5,1,4.657894736842105,17,13,1.7126933813990606,-3.8414768572053695,16,7,1.5374753309166493,-7.7308230480331135,16,23,-2.5535900500422257,2.080031396937291
6,0.5570175438596491,2,2.8815789473684212,13,4,-1.8650308919060843,-5.797509043642029,8,14,2.1587989303424644,7.622959014203829,20,19,-1.7782925532300993,5.198008284281277
5,0.47368421052631576,1,1.9535603715170278,17,10,2.0074234866084377,-22.655174252590182,5,6,-1.5707963267948966,-5.208333333333334,18,22,-2.5535900500422257,4.160062793874582
2,0.47953216374269003,2,1.8128654970760234,20,12,-2.4668517113662407,4.185067848841674,12,6,-2.7367008673047097,-1.201850425154663,10,23,2.2494588175432093,10.513404968314394
4,0.3444976076555024,1,3.4066985645933014,16,12,-2.3561944901923448,-1.6770509831248424,9,8,-2.4116929954380621,-2.0047209905620273,16,16,1.9734509803467695,-4.322108860267172
4,0.38596491228070173,1,2.364912280701754,12,18,1.6614562139956417,8.451249085851813,18,9,-2.6954871046463893,-1.5046866086077382,6,12,-1.9693187724613168,-9.74967758532309
6,0.5741626794258373,4,3.1770334928229667,14,14,-1.4141944498128811,-5.470817757774016,9,20,1.5385494443596426,8.2464931189161,15,5,-2.5360479899848229,-1.8027756377319946
4,0.34210526315789475,1,2.6052631578947367,15,22,-2.5535900500422257,1.6770509831248424,13,15,-1.8157749899217608,4.846648326421054,17,17,-1.4858945333451745,5.376606851404323
8,0.5119617224880383,2,3.2392344497607657,10,19,-2.2318394956455836,-9.12414379544733,13,12,-1.5707963267948966,3.7431910974243268,17,9,-2.819842099193151,-0.7373421657465103
4,0.33746130030959753,1,2.0897832817337463,11,15,-1.5707963267948966,-4.999999999999999,19,8,-2.4980915447965084,-2.6363009396933594,7,11,-2.4360244759045822,-5.844268577556268
1,0.6491228070175439,1,6.228070175438597,11,18,-1.8157749899217608,-2.561249694973139,17,4,1.7894652726688385,-4.589117562233506,13,10,-1.8925468811915387,-3.263902759655961
7,0.38390092879256965,1,2.043343653250774,14,21,-2.6642472712161216,-1.6770509831248424,5,11,-2.2206667762068442,-2.37280040462827,21,8,1.5883383868522991,-5.70878951948465
5,0.8315789473684211,2,3.294736842105263,18,10,-1.5495229407708353,8.1782400986466,15,24,-2.0344439357957027,8.158431221748454,17,11,1.8157749899217608,-5.122499389946278
8,0.45864661654135336,4,2.488721804511278,10,12,1.6814535479687922,22.612220147522002,10,16,-1.3146449442292931,-4.949747468305833,16,6,-1.3554386270971586,-4.807401700618653
9,0.32793522267206476,2,2.8461538461538463,15,17,-1.9295669970654687,4.482186966202996,12,21,-2.9229237077158516,-0.7120003121097921,17,6,-2.2218730482393765,-3.689323936863109
5,0.5263157894736842,1,2.6477732793522266,9,24,1.8692952583810758,4.628002028713663,11,6,-2.0169018757383004,-4.010725416598218,20,14,1.5337762109209665,-9.396275858019495
